Member_number,Date,itemDescription,year,month,day,day_of_week
1084,9/22/2023,pasta,2023,9,22,4
1084,9/22/2023,apples,2023,9,22,4
1084,9/22/2023,bread,2023,9,22,4
1084,9/22/2023,butter,2023,9,22,4
1072,2/24/2023,spinach,2023,2,24,4
1072,2/24/2023,milk,2023,2,24,4
1072,2/24/2023,yogurt,2023,2,24,4
1031,12/9/2023,yogurt,2023,12,9,5
1031,12/9/2023,rice,2023,12,9,5
1031,12/9/2023,spinach,2023,12,9,5
1031,12/9/2023,chicken,2023,12,9,5
1031,12/9/2023,jam,2023,12,9,5
1031,12/9/2023,oranges,2023,12,9,5
1067,1/2/2023,bread,2023,1,2,0
1067,1/2/2023,cereal,2023,1,2,0
1067,1/2/2023,cheese,2023,1,2,0
1088,10/11/2023,rice,2023,10,11,2
1088,10/11/2023,cereal,2023,10,11,2
1088,10/11/2023,bread,2023,10,11,2
1088,10/11/2023,oranges,2023,10,11,2
1088,10/11/2023,eggs,2023,10,11,2
1023,2/25/2023,pasta,2023,2,25,5
1023,2/25/2023,cheese,2023,2,25,5
1023,2/25/2023,apples,2023,2,25,5
1023,2/25/2023,milk,2023,2,25,5
1089,5/20/2023,eggs,2023,5,20,5
1089,5/20/2023,beans,2023,5,20,5
1089,5/20/2023,apples,2023,5,20,5
1089,5/20/2023,yogurt,2023,5,20,5
1089,5/20/2023,rice,2023,5,20,5
1089,5/20/2023,pasta,2023,5,20,5
1072,7/2/2023,apples,2023,7,2,6
1072,7/2/2023,oranges,2023,7,2,6
1079,4/11/2023,cereal,2023,4,11,1
1079,4/11/2023,bread,2023,4,11,1
1079,4/11/2023,spinach,2023,4,11,1
1045,8/30/2023,chicken,2023,8,30,2
1045,8/30/2023,cereal,2023,8,30,2
1045,8/30/2023,oranges,2023,8,30,2
1029,8/9/2023,bread,2023,8,9,2
1029,8/9/2023,pasta,2023,8,9,2
1029,8/9/2023,butter,2023,8,9,2
1029,8/9/2023,cheese,2023,8,9,2
1029,8/9/2023,rice,2023,8,9,2
1029,8/9/2023,jam,2023,8,9,2
1029,7/30/2023,eggs,2023,7,30,6
1029,7/30/2023,oranges,2023,7,30,6
1052,10/1/2023,butter,2023,10,1,6
1052,10/1/2023,beans,2023,10,1,6
1070,8/14/2023,eggs,2023,8,14,0
1070,8/14/2023,pasta,2023,8,14,0
1070,8/14/2023,spinach,2023,8,14,0
1027,7/9/2023,bread,2023,7,9,6
1027,7/9/2023,milk,2023,7,9,6
1001,10/28/2023,butter,2023,10,28,5
1001,10/28/2023,milk,2023,10,28,5
1001,10/28/2023,beans,2023,10,28,5
1001,10/28/2023,rice,2023,10,28,5
1001,10/28/2023,oranges,2023,10,28,5
1026,2/17/2023,spinach,2023,2,17,4
1026,2/17/2023,eggs,2023,2,17,4
1026,2/17/2023,rice,2023,2,17,4
1026,2/17/2023,butter,2023,2,17,4
1011,5/9/2023,chicken,2023,5,9,1
1011,5/9/2023,pasta,2023,5,9,1
1011,5/9/2023,beans,2023,5,9,1
1011,5/9/2023,eggs,2023,5,9,1
1011,5/9/2023,bread,2023,5,9,1
1011,5/9/2023,oranges,2023,5,9,1
1088,5/22/2023,jam,2023,5,22,0
1088,5/22/2023,beans,2023,5,22,0
1088,5/22/2023,cheese,2023,5,22,0
1088,5/22/2023,pasta,2023,5,22,0
1088,5/22/2023,bread,2023,5,22,0
1088,5/22/2023,oranges,2023,5,22,0
1027,7/30/2023,butter,2023,7,30,6
1027,7/30/2023,spinach,2023,7,30,6
1027,7/30/2023,chicken,2023,7,30,6
1027,7/30/2023,rice,2023,7,30,6
1029,10/22/2023,bread,2023,10,22,6
1029,10/22/2023,apples,2023,10,22,6
1029,10/22/2023,pasta,2023,10,22,6
1029,10/22/2023,cereal,2023,10,22,6
1045,8/20/2023,pasta,2023,8,20,6
1045,8/20/2023,jam,2023,8,20,6
1045,8/20/2023,bread,2023,8,20,6
1045,8/20/2023,spinach,2023,8,20,6
1045,8/20/2023,butter,2023,8,20,6
1045,8/20/2023,rice,2023,8,20,6
1002,12/8/2023,eggs,2023,12,8,4
1002,12/8/2023,jam,2023,12,8,4
1002,12/8/2023,yogurt,2023,12,8,4
1002,12/8/2023,spinach,2023,12,8,4
1094,1/24/2023,eggs,2023,1,24,1
1094,1/24/2023,yogurt,2023,1,24,1
1094,1/24/2023,spinach,2023,1,24,1
1025,3/9/2023,oranges,2023,3,9,3
1025,3/9/2023,bread,2023,3,9,3
1025,3/9/2023,beans,2023,3,9,3
1025,3/9/2023,spinach,2023,3,9,3
1028,11/13/2023,bread,2023,11,13,0
1028,11/13/2023,butter,2023,11,13,0
1028,11/13/2023,pasta,2023,11,13,0
1092,4/15/2023,beans,2023,4,15,5
1092,4/15/2023,cheese,2023,4,15,5
1092,4/15/2023,yogurt,2023,4,15,5
1092,4/15/2023,milk,2023,4,15,5
1087,8/10/2023,pasta,2023,8,10,3
1087,8/10/2023,butter,2023,8,10,3
1087,8/10/2023,jam,2023,8,10,3
1060,7/13/2023,jam,2023,7,13,3
1060,7/13/2023,cereal,2023,7,13,3
1004,9/30/2023,beans,2023,9,30,5
1004,9/30/2023,yogurt,2023,9,30,5
1004,9/30/2023,apples,2023,9,30,5
1013,2/13/2023,eggs,2023,2,13,0
1013,2/13/2023,butter,2023,2,13,0
1013,2/13/2023,jam,2023,2,13,0
1053,2/25/2023,eggs,2023,2,25,5
1053,2/25/2023,pasta,2023,2,25,5
1053,2/25/2023,jam,2023,2,25,5
1053,2/25/2023,milk,2023,2,25,5
1053,2/25/2023,chicken,2023,2,25,5
1091,10/12/2023,spinach,2023,10,12,3
1091,10/12/2023,rice,2023,10,12,3
1091,10/12/2023,yogurt,2023,10,12,3
1091,10/12/2023,cereal,2023,10,12,3
1091,10/12/2023,oranges,2023,10,12,3
1091,10/12/2023,jam,2023,10,12,3
1076,9/30/2023,eggs,2023,9,30,5
1076,9/30/2023,oranges,2023,9,30,5
1076,9/30/2023,apples,2023,9,30,5
1076,9/30/2023,jam,2023,9,30,5
1076,9/30/2023,rice,2023,9,30,5
1076,9/30/2023,yogurt,2023,9,30,5
1035,6/11/2023,rice,2023,6,11,6
1035,6/11/2023,eggs,2023,6,11,6
1035,6/11/2023,pasta,2023,6,11,6
1035,6/11/2023,bread,2023,6,11,6
1025,7/27/2023,apples,2023,7,27,3
1025,7/27/2023,cheese,2023,7,27,3
1025,7/27/2023,chicken,2023,7,27,3
1025,7/27/2023,oranges,2023,7,27,3
1011,10/25/2023,cheese,2023,10,25,2
1011,10/25/2023,pasta,2023,10,25,2
1016,1/28/2023,pasta,2023,1,28,5
1016,1/28/2023,spinach,2023,1,28,5
1016,1/28/2023,chicken,2023,1,28,5
1014,10/14/2023,apples,2023,10,14,5
1014,10/14/2023,beans,2023,10,14,5
1014,10/14/2023,rice,2023,10,14,5
1014,10/14/2023,pasta,2023,10,14,5
1014,10/14/2023,jam,2023,10,14,5
1006,9/23/2023,chicken,2023,9,23,5
1006,9/23/2023,eggs,2023,9,23,5
1006,9/23/2023,cheese,2023,9,23,5
1016,5/4/2023,chicken,2023,5,4,3
1016,5/4/2023,yogurt,2023,5,4,3
1077,10/6/2023,eggs,2023,10,6,4
1077,10/6/2023,chicken,2023,10,6,4
1070,2/12/2023,chicken,2023,2,12,6
1070,2/12/2023,spinach,2023,2,12,6
1070,2/12/2023,butter,2023,2,12,6
1070,2/12/2023,milk,2023,2,12,6
1033,6/20/2023,jam,2023,6,20,1
1033,6/20/2023,yogurt,2023,6,20,1
1033,6/20/2023,spinach,2023,6,20,1
1033,6/20/2023,bread,2023,6,20,1
1033,6/20/2023,apples,2023,6,20,1
1033,6/20/2023,oranges,2023,6,20,1
1026,3/13/2023,pasta,2023,3,13,0
1026,3/13/2023,beans,2023,3,13,0
1026,3/13/2023,butter,2023,3,13,0
1066,3/17/2023,oranges,2023,3,17,4
1066,3/17/2023,butter,2023,3,17,4
1066,3/17/2023,apples,2023,3,17,4
1066,3/17/2023,pasta,2023,3,17,4
1066,3/17/2023,beans,2023,3,17,4
1066,3/17/2023,chicken,2023,3,17,4
1010,6/14/2023,jam,2023,6,14,2
1010,6/14/2023,beans,2023,6,14,2
1010,6/14/2023,milk,2023,6,14,2
1010,6/14/2023,cereal,2023,6,14,2
1010,6/14/2023,bread,2023,6,14,2
1004,1/6/2023,cheese,2023,1,6,4
1004,1/6/2023,beans,2023,1,6,4
1088,1/13/2023,butter,2023,1,13,4
1088,1/13/2023,cereal,2023,1,13,4
1021,11/23/2023,butter,2023,11,23,3
1021,11/23/2023,spinach,2023,11,23,3
1021,11/23/2023,pasta,2023,11,23,3
1021,11/23/2023,eggs,2023,11,23,3
1021,11/23/2023,oranges,2023,11,23,3
1021,11/23/2023,yogurt,2023,11,23,3
1056,10/3/2023,bread,2023,10,3,1
1056,10/3/2023,cheese,2023,10,3,1
1056,10/3/2023,beans,2023,10,3,1
1056,10/3/2023,pasta,2023,10,3,1
1077,1/14/2023,cereal,2023,1,14,5
1077,1/14/2023,spinach,2023,1,14,5
1077,1/14/2023,apples,2023,1,14,5
1086,2/28/2023,beans,2023,2,28,1
1086,2/28/2023,milk,2023,2,28,1
1086,2/28/2023,cheese,2023,2,28,1
1086,2/28/2023,yogurt,2023,2,28,1
1086,2/28/2023,pasta,2023,2,28,1
1086,2/28/2023,jam,2023,2,28,1
1010,10/7/2023,rice,2023,10,7,5
1010,10/7/2023,beans,2023,10,7,5
1010,10/7/2023,spinach,2023,10,7,5
1069,9/2/2023,oranges,2023,9,2,5
1069,9/2/2023,chicken,2023,9,2,5
1069,9/2/2023,cheese,2023,9,2,5
1069,9/2/2023,butter,2023,9,2,5
1019,3/31/2023,chicken,2023,3,31,4
1019,3/31/2023,rice,2023,3,31,4
1019,3/31/2023,cheese,2023,3,31,4
1019,3/31/2023,bread,2023,3,31,4
1040,7/14/2023,bread,2023,7,14,4
1040,7/14/2023,chicken,2023,7,14,4
1040,7/14/2023,apples,2023,7,14,4
1040,7/14/2023,oranges,2023,7,14,4
1040,7/14/2023,spinach,2023,7,14,4
1005,11/3/2023,bread,2023,11,3,4
1005,11/3/2023,beans,2023,11,3,4
1033,5/6/2023,cereal,2023,5,6,5
1033,5/6/2023,beans,2023,5,6,5
1033,5/6/2023,spinach,2023,5,6,5
1033,5/6/2023,butter,2023,5,6,5
1033,5/6/2023,cheese,2023,5,6,5
1092,9/22/2023,chicken,2023,9,22,4
1092,9/22/2023,jam,2023,9,22,4
1092,9/22/2023,apples,2023,9,22,4
1092,9/22/2023,cheese,2023,9,22,4
1072,3/4/2023,apples,2023,3,4,5
1072,3/4/2023,jam,2023,3,4,5
1072,3/4/2023,cheese,2023,3,4,5
1034,9/19/2023,cereal,2023,9,19,1
1034,9/19/2023,spinach,2023,9,19,1
1034,9/19/2023,beans,2023,9,19,1
1006,7/7/2023,yogurt,2023,7,7,4
1006,7/7/2023,jam,2023,7,7,4
1006,7/7/2023,cheese,2023,7,7,4
1006,7/7/2023,rice,2023,7,7,4
1048,1/22/2023,pasta,2023,1,22,6
1048,1/22/2023,bread,2023,1,22,6
1048,1/22/2023,beans,2023,1,22,6
1048,1/22/2023,oranges,2023,1,22,6
1048,1/22/2023,yogurt,2023,1,22,6
1048,1/22/2023,apples,2023,1,22,6
1026,5/4/2023,rice,2023,5,4,3
1026,5/4/2023,yogurt,2023,5,4,3
1026,5/4/2023,spinach,2023,5,4,3
1026,5/4/2023,chicken,2023,5,4,3
1026,5/4/2023,oranges,2023,5,4,3
1079,7/1/2023,cheese,2023,7,1,5
1079,7/1/2023,rice,2023,7,1,5
1099,11/22/2023,jam,2023,11,22,2
1099,11/22/2023,spinach,2023,11,22,2
1099,11/22/2023,butter,2023,11,22,2
1099,11/22/2023,bread,2023,11,22,2
1099,11/22/2023,milk,2023,11,22,2
1099,11/22/2023,pasta,2023,11,22,2
1015,7/20/2023,yogurt,2023,7,20,3
1015,7/20/2023,chicken,2023,7,20,3
1015,7/20/2023,butter,2023,7,20,3
1015,7/20/2023,spinach,2023,7,20,3
1067,1/3/2023,beans,2023,1,3,1
1067,1/3/2023,pasta,2023,1,3,1
1067,1/3/2023,milk,2023,1,3,1
1067,1/3/2023,spinach,2023,1,3,1
1022,10/8/2023,oranges,2023,10,8,6
1022,10/8/2023,eggs,2023,10,8,6
1022,10/8/2023,chicken,2023,10,8,6
1022,10/8/2023,yogurt,2023,10,8,6
1022,10/8/2023,apples,2023,10,8,6
1091,4/7/2023,beans,2023,4,7,4
1091,4/7/2023,butter,2023,4,7,4
1091,4/7/2023,apples,2023,4,7,4
1091,4/7/2023,milk,2023,4,7,4
1091,4/7/2023,eggs,2023,4,7,4
1091,4/7/2023,jam,2023,4,7,4
1086,2/3/2023,pasta,2023,2,3,4
1086,2/3/2023,apples,2023,2,3,4
1086,2/3/2023,rice,2023,2,3,4
1086,6/1/2023,chicken,2023,6,1,3
1086,6/1/2023,rice,2023,6,1,3
1086,6/1/2023,beans,2023,6,1,3
1085,12/8/2023,apples,2023,12,8,4
1085,12/8/2023,milk,2023,12,8,4
1085,12/8/2023,jam,2023,12,8,4
1085,12/8/2023,bread,2023,12,8,4
1031,8/3/2023,cereal,2023,8,3,3
1031,8/3/2023,pasta,2023,8,3,3
1031,8/3/2023,yogurt,2023,8,3,3
1067,8/9/2023,butter,2023,8,9,2
1067,8/9/2023,milk,2023,8,9,2
1067,8/9/2023,cheese,2023,8,9,2
1032,2/12/2023,yogurt,2023,2,12,6
1032,2/12/2023,bread,2023,2,12,6
1032,2/12/2023,apples,2023,2,12,6
1032,2/12/2023,milk,2023,2,12,6
1032,2/12/2023,beans,2023,2,12,6
1049,3/22/2023,cheese,2023,3,22,2
1049,3/22/2023,cereal,2023,3,22,2
1049,3/22/2023,spinach,2023,3,22,2
1049,3/22/2023,milk,2023,3,22,2
1005,4/6/2023,cheese,2023,4,6,3
1005,4/6/2023,eggs,2023,4,6,3
1005,4/6/2023,pasta,2023,4,6,3
1005,4/6/2023,beans,2023,4,6,3
1005,4/6/2023,cereal,2023,4,6,3
1043,10/6/2023,milk,2023,10,6,4
1043,10/6/2023,eggs,2023,10,6,4
1043,10/6/2023,pasta,2023,10,6,4
1002,12/9/2023,oranges,2023,12,9,5
1002,12/9/2023,apples,2023,12,9,5
1039,7/30/2023,yogurt,2023,7,30,6
1039,7/30/2023,milk,2023,7,30,6
1039,7/30/2023,chicken,2023,7,30,6
1039,7/30/2023,rice,2023,7,30,6
1067,9/16/2023,cheese,2023,9,16,5
1067,9/16/2023,eggs,2023,9,16,5
1093,2/25/2023,eggs,2023,2,25,5
1093,2/25/2023,chicken,2023,2,25,5
1093,2/25/2023,pasta,2023,2,25,5
1093,2/25/2023,yogurt,2023,2,25,5
1066,4/2/2023,cereal,2023,4,2,6
1066,4/2/2023,pasta,2023,4,2,6
1066,4/2/2023,jam,2023,4,2,6
1066,4/2/2023,oranges,2023,4,2,6
1078,12/23/2023,beans,2023,12,23,5
1078,12/23/2023,pasta,2023,12,23,5
1043,1/20/2023,beans,2023,1,20,4
1043,1/20/2023,spinach,2023,1,20,4
1043,1/20/2023,bread,2023,1,20,4
1043,1/20/2023,milk,2023,1,20,4
1030,4/15/2023,eggs,2023,4,15,5
1030,4/15/2023,cheese,2023,4,15,5
1030,4/15/2023,cereal,2023,4,15,5
1024,9/27/2023,rice,2023,9,27,2
1024,9/27/2023,cereal,2023,9,27,2
1024,9/27/2023,pasta,2023,9,27,2
1024,9/27/2023,butter,2023,9,27,2
1050,4/24/2023,cheese,2023,4,24,0
1050,4/24/2023,butter,2023,4,24,0
1050,4/24/2023,yogurt,2023,4,24,0
1012,12/31/2023,oranges,2023,12,31,6
1012,12/31/2023,chicken,2023,12,31,6
1012,12/31/2023,spinach,2023,12,31,6
1012,12/31/2023,pasta,2023,12,31,6
1012,12/31/2023,butter,2023,12,31,6
1012,12/31/2023,yogurt,2023,12,31,6
1006,11/7/2023,eggs,2023,11,7,1
1006,11/7/2023,rice,2023,11,7,1
1006,11/7/2023,butter,2023,11,7,1
1080,12/14/2023,oranges,2023,12,14,3
1080,12/14/2023,eggs,2023,12,14,3
1080,12/14/2023,jam,2023,12,14,3
1051,11/26/2023,eggs,2023,11,26,6
1051,11/26/2023,bread,2023,11,26,6
1051,11/26/2023,apples,2023,11,26,6
1051,11/26/2023,yogurt,2023,11,26,6
1092,2/9/2023,spinach,2023,2,9,3
1092,2/9/2023,cheese,2023,2,9,3
1078,9/16/2023,cheese,2023,9,16,5
1078,9/16/2023,cereal,2023,9,16,5
1078,9/16/2023,apples,2023,9,16,5
1078,9/16/2023,butter,2023,9,16,5
1078,9/16/2023,oranges,2023,9,16,5
1064,7/28/2023,pasta,2023,7,28,4
1064,7/28/2023,yogurt,2023,7,28,4
1064,7/28/2023,chicken,2023,7,28,4
1064,7/28/2023,bread,2023,7,28,4
1064,7/28/2023,spinach,2023,7,28,4
1064,7/28/2023,jam,2023,7,28,4
1026,1/14/2023,rice,2023,1,14,5
1026,1/14/2023,butter,2023,1,14,5
1042,8/1/2023,chicken,2023,8,1,1
1042,8/1/2023,jam,2023,8,1,1
1076,9/26/2023,eggs,2023,9,26,1
1076,9/26/2023,pasta,2023,9,26,1
1048,6/20/2023,beans,2023,6,20,1
1048,6/20/2023,pasta,2023,6,20,1
1048,6/20/2023,oranges,2023,6,20,1
1048,6/20/2023,milk,2023,6,20,1
1048,6/20/2023,yogurt,2023,6,20,1
1076,3/3/2023,spinach,2023,3,3,4
1076,3/3/2023,bread,2023,3,3,4
1076,3/3/2023,rice,2023,3,3,4
1076,3/3/2023,beans,2023,3,3,4
1076,3/3/2023,eggs,2023,3,3,4
1050,7/8/2023,cheese,2023,7,8,5
1050,7/8/2023,cereal,2023,7,8,5
1050,7/8/2023,jam,2023,7,8,5
1050,7/8/2023,bread,2023,7,8,5
1050,7/8/2023,butter,2023,7,8,5
1050,7/8/2023,milk,2023,7,8,5
1077,2/6/2023,yogurt,2023,2,6,0
1077,2/6/2023,chicken,2023,2,6,0
1081,10/22/2023,butter,2023,10,22,6
1081,10/22/2023,chicken,2023,10,22,6
1081,10/22/2023,milk,2023,10,22,6
1081,10/22/2023,eggs,2023,10,22,6
1029,7/23/2023,oranges,2023,7,23,6
1029,7/23/2023,cereal,2023,7,23,6
1029,7/23/2023,bread,2023,7,23,6
1029,7/23/2023,rice,2023,7,23,6
1029,7/23/2023,jam,2023,7,23,6
1029,7/23/2023,apples,2023,7,23,6
1024,3/29/2023,eggs,2023,3,29,2
1024,3/29/2023,rice,2023,3,29,2
1024,3/29/2023,yogurt,2023,3,29,2
1064,3/17/2023,eggs,2023,3,17,4
1064,3/17/2023,oranges,2023,3,17,4
1035,6/21/2023,apples,2023,6,21,2
1035,6/21/2023,butter,2023,6,21,2
1035,6/21/2023,yogurt,2023,6,21,2
1035,6/21/2023,milk,2023,6,21,2
1004,12/23/2023,jam,2023,12,23,5
1004,12/23/2023,chicken,2023,12,23,5
1004,12/23/2023,yogurt,2023,12,23,5
1004,12/23/2023,apples,2023,12,23,5
1095,1/22/2023,beans,2023,1,22,6
1095,1/22/2023,bread,2023,1,22,6
1095,1/22/2023,cheese,2023,1,22,6
1095,1/22/2023,cereal,2023,1,22,6
1030,9/10/2023,apples,2023,9,10,6
1030,9/10/2023,spinach,2023,9,10,6
1030,9/10/2023,cheese,2023,9,10,6
1030,9/10/2023,pasta,2023,9,10,6
1030,9/10/2023,bread,2023,9,10,6
1066,12/22/2023,butter,2023,12,22,4
1066,12/22/2023,pasta,2023,12,22,4
1016,8/7/2023,bread,2023,8,7,0
1016,8/7/2023,eggs,2023,8,7,0
1007,9/24/2023,cereal,2023,9,24,6
1007,9/24/2023,apples,2023,9,24,6
1007,9/24/2023,yogurt,2023,9,24,6
1077,2/15/2023,apples,2023,2,15,2
1077,2/15/2023,jam,2023,2,15,2
1087,8/22/2023,cereal,2023,8,22,1
1087,8/22/2023,pasta,2023,8,22,1
1027,2/21/2023,cheese,2023,2,21,1
1027,2/21/2023,eggs,2023,2,21,1
1027,2/21/2023,milk,2023,2,21,1
1043,7/2/2023,yogurt,2023,7,2,6
1043,7/2/2023,apples,2023,7,2,6
1065,10/9/2023,apples,2023,10,9,0
1065,10/9/2023,rice,2023,10,9,0
1065,10/9/2023,butter,2023,10,9,0
1062,11/17/2023,apples,2023,11,17,4
1062,11/17/2023,cheese,2023,11,17,4
1062,11/17/2023,chicken,2023,11,17,4
1062,11/17/2023,beans,2023,11,17,4
1062,11/17/2023,jam,2023,11,17,4
1079,4/18/2023,yogurt,2023,4,18,1
1079,4/18/2023,milk,2023,4,18,1
1079,4/18/2023,spinach,2023,4,18,1
1079,4/18/2023,pasta,2023,4,18,1
1079,4/18/2023,bread,2023,4,18,1
1079,4/18/2023,butter,2023,4,18,1
1030,6/5/2023,bread,2023,6,5,0
1030,6/5/2023,cheese,2023,6,5,0
1030,6/5/2023,chicken,2023,6,5,0
1030,6/5/2023,oranges,2023,6,5,0
1030,6/5/2023,eggs,2023,6,5,0
1030,6/5/2023,cereal,2023,6,5,0
1038,5/2/2023,yogurt,2023,5,2,1
1038,5/2/2023,beans,2023,5,2,1
1038,5/2/2023,chicken,2023,5,2,1
1038,5/2/2023,pasta,2023,5,2,1
1038,5/2/2023,cheese,2023,5,2,1
1017,7/28/2023,eggs,2023,7,28,4
1017,7/28/2023,spinach,2023,7,28,4
1082,7/11/2023,pasta,2023,7,11,1
1082,7/11/2023,butter,2023,7,11,1
1082,7/11/2023,bread,2023,7,11,1
1082,7/11/2023,yogurt,2023,7,11,1
1082,7/11/2023,beans,2023,7,11,1
1082,7/11/2023,cereal,2023,7,11,1
1057,12/20/2023,rice,2023,12,20,2
1057,12/20/2023,yogurt,2023,12,20,2
1006,9/17/2023,rice,2023,9,17,6
1006,9/17/2023,spinach,2023,9,17,6
1006,9/17/2023,pasta,2023,9,17,6
1006,9/17/2023,butter,2023,9,17,6
1037,5/27/2023,jam,2023,5,27,5
1037,5/27/2023,bread,2023,5,27,5
1037,5/27/2023,pasta,2023,5,27,5
1037,5/27/2023,oranges,2023,5,27,5
1037,5/27/2023,milk,2023,5,27,5
1037,5/27/2023,rice,2023,5,27,5
1021,7/26/2023,pasta,2023,7,26,2
1021,7/26/2023,rice,2023,7,26,2
1021,7/26/2023,yogurt,2023,7,26,2
1021,7/26/2023,beans,2023,7,26,2
1021,7/26/2023,apples,2023,7,26,2
1021,7/26/2023,cheese,2023,7,26,2
1073,7/12/2023,yogurt,2023,7,12,2
1073,7/12/2023,chicken,2023,7,12,2
1073,7/12/2023,beans,2023,7,12,2
1073,7/12/2023,rice,2023,7,12,2
1097,11/4/2023,butter,2023,11,4,5
1097,11/4/2023,chicken,2023,11,4,5
1097,11/4/2023,milk,2023,11,4,5
1097,11/4/2023,jam,2023,11,4,5
1097,11/4/2023,yogurt,2023,11,4,5
1046,10/24/2023,beans,2023,10,24,1
1046,10/24/2023,rice,2023,10,24,1
1046,10/24/2023,eggs,2023,10,24,1
1046,10/24/2023,jam,2023,10,24,1
1046,10/24/2023,cereal,2023,10,24,1
1072,2/22/2023,bread,2023,2,22,2
1072,2/22/2023,cheese,2023,2,22,2
1072,2/22/2023,chicken,2023,2,22,2
1072,2/22/2023,milk,2023,2,22,2
1072,11/13/2023,jam,2023,11,13,0
1072,11/13/2023,eggs,2023,11,13,0
1072,11/13/2023,butter,2023,11,13,0
1023,4/25/2023,cheese,2023,4,25,1
1023,4/25/2023,jam,2023,4,25,1
1023,4/25/2023,spinach,2023,4,25,1
1023,4/25/2023,apples,2023,4,25,1
1051,10/16/2023,bread,2023,10,16,0
1051,10/16/2023,apples,2023,10,16,0
1051,10/16/2023,rice,2023,10,16,0
1051,10/16/2023,pasta,2023,10,16,0
1051,10/16/2023,spinach,2023,10,16,0
1051,10/16/2023,chicken,2023,10,16,0
1060,3/21/2023,beans,2023,3,21,1
1060,3/21/2023,butter,2023,3,21,1
1060,3/21/2023,oranges,2023,3,21,1
1060,3/21/2023,apples,2023,3,21,1
1060,3/21/2023,bread,2023,3,21,1
1082,8/15/2023,pasta,2023,8,15,1
1082,8/15/2023,eggs,2023,8,15,1
1082,8/15/2023,milk,2023,8,15,1
1071,4/27/2023,rice,2023,4,27,3
1071,4/27/2023,eggs,2023,4,27,3
1071,4/27/2023,cereal,2023,4,27,3
1071,4/27/2023,beans,2023,4,27,3
1071,4/27/2023,pasta,2023,4,27,3
1071,4/27/2023,spinach,2023,4,27,3
1046,11/29/2023,spinach,2023,11,29,2
1046,11/29/2023,chicken,2023,11,29,2
1046,11/29/2023,jam,2023,11,29,2
1084,10/15/2023,yogurt,2023,10,15,6
1084,10/15/2023,spinach,2023,10,15,6
1036,1/2/2023,apples,2023,1,2,0
1036,1/2/2023,beans,2023,1,2,0
1036,1/2/2023,butter,2023,1,2,0
1036,1/2/2023,jam,2023,1,2,0
1088,10/17/2023,apples,2023,10,17,1
1088,10/17/2023,cereal,2023,10,17,1
1088,10/17/2023,bread,2023,10,17,1
1088,10/17/2023,chicken,2023,10,17,1
1088,10/17/2023,jam,2023,10,17,1
1088,10/17/2023,spinach,2023,10,17,1
1075,7/3/2023,beans,2023,7,3,0
1075,7/3/2023,jam,2023,7,3,0
1075,7/3/2023,apples,2023,7,3,0
1075,7/3/2023,spinach,2023,7,3,0
1075,7/3/2023,milk,2023,7,3,0
1075,7/3/2023,butter,2023,7,3,0
1070,7/15/2023,apples,2023,7,15,5
1070,7/15/2023,cereal,2023,7,15,5
1070,7/15/2023,spinach,2023,7,15,5
1070,7/15/2023,beans,2023,7,15,5
1070,7/15/2023,butter,2023,7,15,5
1070,7/15/2023,eggs,2023,7,15,5
1001,10/15/2023,cheese,2023,10,15,6
1001,10/15/2023,apples,2023,10,15,6
1001,10/15/2023,butter,2023,10,15,6
1001,10/15/2023,beans,2023,10,15,6
1001,10/15/2023,pasta,2023,10,15,6
1018,4/8/2023,cereal,2023,4,8,5
1018,4/8/2023,rice,2023,4,8,5
1018,4/8/2023,spinach,2023,4,8,5
1018,4/8/2023,butter,2023,4,8,5
1018,4/8/2023,milk,2023,4,8,5
1018,4/8/2023,eggs,2023,4,8,5
1099,5/17/2023,chicken,2023,5,17,2
1099,5/17/2023,jam,2023,5,17,2
1099,5/17/2023,eggs,2023,5,17,2
1099,5/17/2023,rice,2023,5,17,2
1099,5/17/2023,milk,2023,5,17,2
1065,5/20/2023,yogurt,2023,5,20,5
1065,5/20/2023,bread,2023,5,20,5
1021,9/2/2023,bread,2023,9,2,5
1021,9/2/2023,spinach,2023,9,2,5
1021,9/2/2023,beans,2023,9,2,5
1065,8/11/2023,apples,2023,8,11,4
1065,8/11/2023,spinach,2023,8,11,4
1065,8/11/2023,butter,2023,8,11,4
1065,8/11/2023,bread,2023,8,11,4
1065,8/11/2023,cheese,2023,8,11,4
1065,8/11/2023,yogurt,2023,8,11,4
1064,4/14/2023,butter,2023,4,14,4
1064,4/14/2023,beans,2023,4,14,4
1024,11/10/2023,yogurt,2023,11,10,4
1024,11/10/2023,spinach,2023,11,10,4
1024,11/10/2023,bread,2023,11,10,4
1024,11/10/2023,cheese,2023,11,10,4
1008,7/12/2023,bread,2023,7,12,2
1008,7/12/2023,rice,2023,7,12,2
1008,7/12/2023,beans,2023,7,12,2
1008,7/12/2023,milk,2023,7,12,2
1008,7/12/2023,butter,2023,7,12,2
1008,7/12/2023,pasta,2023,7,12,2
1080,11/7/2023,yogurt,2023,11,7,1
1080,11/7/2023,pasta,2023,11,7,1
1041,1/28/2023,apples,2023,1,28,5
1041,1/28/2023,cheese,2023,1,28,5
1041,1/28/2023,jam,2023,1,28,5
1041,1/28/2023,beans,2023,1,28,5
1041,1/28/2023,chicken,2023,1,28,5
1025,10/26/2023,beans,2023,10,26,3
